lead_id,club_name,contact_email,country,signup_date,channel,campaign_id,lead_score
4071,Local FC 191,local.fc.191.455@example.com,Canada,2025-07-29,organic,7,45
4072,Brighton & Hove Albion,brighton.and.hove.albion.549@hotmail.com,Spain,2025-11-15,paid_search,1,50
4073,Local FC 126,LOCAL.FC.126.760@HOTMAIL.COM,Germany,2024-12-01,referral,3,59
4074,Local FC 142,notanemail,Ireland,2025-02-03,facebook,8,93
4075,Local FC 59,,Scotland,2025-03-26,paid_search,7,48
4076,Local FC 3,local.fc.3.680@example.com,Canada,2025-02-25,facebook,5,49
4077,Local FC 115,local.fc.115.301@hotmail.com,India,2025-07-11,partnership,6,29
4078,Local FC 40,local.fc.40.284@clubmail.co,USA,2024-12-23,partnership,7,52
4079,Local FC 132,local.fc.132.699@contacts.org,Germany,2025-04-06,email,9,39
4080,Local FC 38,local.fc.38.745@clubmail.co,Wales,2025-03-01,facebook,10,44
4081,Leicester City,leicester.city.850@clubmail.co,India,2025-05-21,partnership,7,77
4082,Burnley,burnley.873@contacts.org,Canada,2025-01-11,paid_search,7,59
4083,Local FC 140,local.fc.140.806@contacts.org,Canada,2025-10-01,referral,7,119
4084,Local FC 125,local.fc.125.530@hotmail.com,England,2024-08-30,organic,1,74
4085,Local FC 175,local.fc.175.290@example.com,Germany,2025-08-15,email,8,57
4086,Local FC 37,local.fc.37.207@example.com,USA,2025-07-17,email,8,85
4087,Local FC 161,local.fc.161.320@hotmail.com,Wales,2025-03-26,organic,6,44
4088,Local FC 111,local.fc.111.270@gmail.com,Brazil,2025-07-06,referral,2,82
4089,Local FC 108,local.fc.108.667@hotmail.com,India,2024-09-19,paid_search,6,90
4090,Local FC 149,local.fc.149.978@example.com,France,2025-01-16,organic,7,54
4091,Local FC 43,local.fc.43.299@hotmail.com,Spain,2025-03-09,paid_search,7,65
4092,Local FC 88,local.fc.88.17@contacts.org,Scotland,2025-05-02,paid_search,10,62
4093,Local FC 101,local.fc.101.931@example.com,France,2025-04-24,email,8,33
4094,Local FC 166,local.fc.166.475@contacts.org,Germany,2025-02-12,email,10,72
4095,Local FC 77,local.fc.77.60@clubmail.co,Brazil,2025-01-26,organic,10,78
4096,Local FC 138,local.fc.138.740@clubmail.co,Wales,2025-02-06,email,10,51
4097,Local FC 140,local.fc.140.51@clubmail.co,Wales,2025-05-11,paid_search,9,61
4098,Local FC 157,local.fc.157.72@gmail.com,Germany,2025-04-16,facebook,8,79
4099,Local FC 172,local.fc.172.18@contacts.org,France,2025-01-31,organic,9,101
4100,Local FC 79,local.fc.79.765@gmail.com,Brazil,2024-06-27,email,5,61
4101,Local FC 92,local.fc.92.251@contacts.org,Wales,2024-12-15,email,5,84
4102,Local FC 194,local.fc.194.289@contacts.org,USA,2025-07-16,paid_search,8,43
4103,Local FC 69,local.fc.69.794@gmail.com,Ireland,2025-06-26,email,7,51
4104,Local FC 99,local.fc.99.271@hotmail.com,India,2025-02-05,organic,9,28
4105,Local FC 132,local.fc.132.618@example.com,Canada,2025-09-29,partnership,2,66
4106,Local FC 66,local.fc.66.283@gmail.com,Canada,2025-02-03,facebook,9,72
4107,Local FC 91,LOCAL.FC.91.7@CLUBMAIL.CO,Germany,2025-08-20,paid_search,2,40
4108,Local FC 20,local.fc.20.339@example.com,Scotland,2025-07-11,referral,10,64
4109,Local FC 131,local.fc.131.47@contacts.org,France,2024-10-06,email,8,19
4110,Wolverhampton Wanderers,wolverhampton.wanderers.502@example.com,Germany,2025-06-01,organic,8,33
4111,Local FC 171,local.fc.171.708@example.com,USA,2025-10-17,partnership,2,79
4112,Everton,EVERTON.434@CONTACTS.ORG,France,2025-02-14,organic,5,68
4113,Local FC 37,local.fc.37.131@gmail.com,France,2024-12-24,facebook,9,50
4114,Local FC 63,local.fc.63.735@contacts.org,Ireland,2025-07-01,paid_search,10,103
4115,Local FC 175,local.fc.175.347@contacts.org,Canada,2025-06-05,organic,10,74
4116,Local FC 89,local.fc.89.356@contacts.org,Germany,2025-05-01,facebook,7,23
4117,Local FC 154,local.fc.154.913@contacts.org,Ireland,2025-08-23,email,2,48
4118,Local FC 172,notanemail,Germany,2024-12-05,facebook,8,75
4119,Local FC 11,local.fc.11.213@gmail.com,Ireland,2024-12-25,paid_search,6,40
4120,Local FC 14,local.fc.14.383@clubmail.co,India,2024-09-17,paid_search,6,40
4121,Local FC 1,local.fc.1.757@contacts.org,France,2025-04-02,referral,7,59
4122,Local FC 105,local.fc.105.520@example.com,Ireland,2025-05-26,organic,10,86
4123,Local FC 38,local.fc.38.726@hotmail.com,Wales,2025-08-08,paid_search,8,33
4124,Local FC 176,local.fc.176.137@example.com,Wales,2025-04-29,email,10,52
4125,Local FC 53,local.fc.53.997@gmail.com,India,2024-01-15,referral,8,73
4126,Local FC 89,local.fc.89.355@gmail.com,France,2025-06-28,paid_search,6,38
4127,Local FC 25,local.fc.25.212@contacts.org,USA,2025-09-15,facebook,6,39
4128,Local FC 81,local.fc.81.317@clubmail.co,Spain,2025-04-15,organic,1,88
4129,Local FC 195,local.fc.195.481@gmail.com,Wales,2024-11-25,facebook,4,64
4130,Local FC 177,local.fc.177.391@contacts.org,Wales,2025-06-16,partnership,9,65
4131,Local FC 182,local.fc.182.708@contacts.org,Ireland,2025-07-13,referral,1,94
4132,Manchester United,manchester.united.738@contacts.org,France,2025-05-28,paid_search,7,58
4133,Local FC 124,local.fc.124.953@gmail.com,USA,2025-07-30,email,9,56
4134,Local FC 184,local.fc.184.403@hotmail.com,India,2025-01-04,facebook,8,38
4135,Local FC 110,local.fc.110.335@hotmail.com,England,2025-08-15,paid_search,5,75
4136,Local FC 32,local.fc.32.684@contacts.org,England,2025-11-11,paid_search,5,81
4137,Local FC 36,local.fc.36.206@hotmail.com,Germany,2025-07-15,paid_search,5,52
4138,Local FC 197,local.fc.197.597@clubmail.co,Ireland,2025-10-06,organic,2,67
4139,Local FC 75,local.fc.75.69@contacts.org,France,2024-05-22,facebook,10,75
4140,Local FC 198,local.fc.198.513@clubmail.co,India,2025-08-30,referral,9,82
4141,Local FC 41,local.fc.41.76@hotmail.com,USA,2025-06-15,email,5,87
4142,Local FC 108,local.fc.108.87@example.com,France,2025-01-09,facebook,6,1
4143,Local FC 16,local.fc.16.825@hotmail.com,India,2025-09-19,partnership,3,78
4144,Local FC 64,notanemail,Wales,2025-04-10,referral,10,39
4145,Local FC 200,local.fc.200.834@clubmail.co,USA,2025-07-29,email,10,21
4146,Local FC 194,local.fc.194.903@contacts.org,France,2025-05-14,facebook,7,104
4147,Local FC 141,local.fc.141.93@gmail.com,France,2025-01-09,partnership,8,103
4148,Local FC 94,local.fc.94.667@hotmail.com,Germany,2024-12-29,referral,9,80
4149,Local FC 79,local.fc.79.158@gmail.com,France,2024-07-29,organic,1,67
4150,Local FC 124,local.fc.124.505@hotmail.com,USA,2025-05-28,paid_search,10,80
4151,Manchester United,manchester.united.949@gmail.com,Brazil,2024-10-10,organic,4,50
4152,Local FC 66,local.fc.66.226@contacts.org,Ireland,2025-08-11,partnership,10,62
4153,Local FC 94,local.fc.94.385@clubmail.co,USA,2025-01-05,partnership,7,75
4154,Local FC 6,local.fc.6.334@gmail.com,Ireland,2025-11-17,referral,5,98
4155,Local FC 103,local.fc.103.616@clubmail.co,India,2025-07-30,organic,6,54
4156,Local FC 132,local.fc.132.563@clubmail.co,Ireland,2025-09-05,partnership,7,113
4157,Local FC 150,local.fc.150.547@clubmail.co,Germany,2025-03-29,paid_search,10,42
4158,Local FC 5,local.fc.5.904@example.com,USA,2025-01-01,referral,5,75
4159,Crystal Palace,crystal.palace.15@example.com,France,2025-05-28,organic,9,76
4160,Local FC 136,local.fc.136.594@gmail.com,England,2025-08-25,email,10,50
4161,Local FC 110,local.fc.110.727@clubmail.co,USA,2025-08-28,facebook,5,33
4162,Local FC 83,local.fc.83.34@hotmail.com,Ireland,2024-08-21,organic,5,92
4163,Local FC 128,local.fc.128.225@example.com,England,2025-04-22,facebook,4,93
4164,Local FC 56,local.fc.56.727@example.com,Scotland,2025-05-24,organic,8,55
4165,Local FC 130,local.fc.130.881@hotmail.com,Wales,2025-04-24,partnership,8,57
4166,Local FC 128,local.fc.128.640@hotmail.com,Canada,2025-06-01,paid_search,8,82
4167,Local FC 175,local.fc.175.696@hotmail.com,France,2025-04-10,organic,7,74
4168,Local FC 142,local.fc.142.961@hotmail.com,Scotland,2024-12-08,paid_search,10,67
4169,Local FC 180,,India,2025-09-14,email,4,32
4170,Local FC 121,local.fc.121.669@contacts.org,Brazil,2025-04-11,paid_search,7,56
4171,Local FC 85,local.fc.85.894@example.com,England,2025-04-19,paid_search,7,59
4172,Local FC 79,local.fc.79.484@hotmail.com,Brazil,2024-05-05,organic,10,33
4173,Local FC 11,local.fc.11.425@gmail.com,USA,2025-08-31,email,6,66
4174,Local FC 196,local.fc.196.802@gmail.com,Brazil,2025-06-23,referral,8,66
4175,Local FC 15,local.fc.15.994@hotmail.com,USA,2025-02-09,facebook,7,85
4176,Everton,everton.696@example.com,England,2025-11-06,email,4,48
4177,Local FC 93,local.fc.93.174@contacts.org,Canada,2025-03-02,paid_search,8,75
4178,Local FC 77,local.fc.77.289@contacts.org,Spain,2024-06-28,partnership,6,79
4179,Local FC 74,local.fc.74.784@clubmail.co,Spain,2025-05-09,facebook,7,42
4180,Local FC 191,local.fc.191.738@hotmail.com,India,2025-07-20,referral,10,48
4181,Crystal Palace,crystal.palace.948@example.com,France,2025-01-30,email,3,65
4182,Local FC 44,local.fc.44.471@example.com,USA,2025-11-03,organic,9,51
4183,Local FC 147,LOCAL.FC.147.545@CONTACTS.ORG,Ireland,2024-12-30,referral,8,67
4184,Local FC 169,local.fc.169.445@gmail.com,USA,2025-02-11,facebook,2,67
4185,Local FC 111,local.fc.111.765@gmail.com,Ireland,2024-09-16,partnership,6,64
4186,Local FC 42,local.fc.42.639@example.com,Spain,2025-06-25,facebook,6,41
4187,Local FC 96,local.fc.96.346@gmail.com,Canada,2025-03-28,paid_search,10,11
4188,Local FC 84,,Wales,2025-05-27,facebook,8,55
4189,Local FC 154,local.fc.154.682@hotmail.com,Wales,2025-11-09,partnership,8,41
4190,Local FC 157,local.fc.157.754@contacts.org,Wales,2025-01-08,paid_search,6,64
4191,Local FC 142,local.fc.142.286@hotmail.com,Wales,2025-04-17,email,9,66
4192,Local FC 115,local.fc.115.159@hotmail.com,Spain,2025-04-19,organic,8,84
4193,Local FC 178,local.fc.178.143@hotmail.com,France,2025-04-14,paid_search,9,30
4194,Local FC 70,local.fc.70.934@example.com,Germany,2024-09-15,facebook,5,67
4195,Local FC 119,local.fc.119.945@clubmail.co,England,2025-07-23,organic,2,34
4196,Local FC 40,local.fc.40.163@hotmail.com,Ireland,2025-03-07,facebook,6,57
4197,Local FC 151,,India,2024-09-23,referral,10,53
4198,Local FC 73,local.fc.73.731@contacts.org,Ireland,2025-08-27,paid_search,3,77
4199,Local FC 180,local.fc.180.871@clubmail.co,Germany,2024-12-23,email,10,63
4200,Local FC 55,local.fc.55.702@hotmail.com,Brazil,2025-01-27,paid_search,9,59
4201,Local FC 34,local.fc.34.182@hotmail.com,Canada,2025-03-30,facebook,9,83
4202,Local FC 82,local.fc.82.208@hotmail.com,Spain,2025-02-03,email,10,56
4203,Brighton & Hove Albion,brighton.and.hove.albion.156@hotmail.com,Ireland,2024-10-24,partnership,1,12
4204,Local FC 60,local.fc.60.908@example.com,Scotland,2024-07-18,partnership,5,25
4205,Local FC 187,local.fc.187.880@clubmail.co,Scotland,2025-07-28,organic,1,59
4206,Local FC 163,local.fc.163.385@gmail.com,Wales,2025-05-22,referral,10,80
4207,Local FC 51,local.fc.51.3@clubmail.co,India,2025-09-27,email,5,65
4208,Local FC 128,local.fc.128.540@gmail.com,France,2025-07-21,partnership,1,65
4209,Wolverhampton Wanderers,wolverhampton.wanderers.7@gmail.com,Canada,2025-05-11,organic,8,61
4210,Local FC 137,local.fc.137.109@hotmail.com,Wales,2025-07-17,facebook,9,49
4211,Local FC 52,local.fc.52.559@gmail.com,USA,2025-03-22,paid_search,5,78
4212,Local FC 18,local.fc.18.934@contacts.org,Ireland,2025-07-24,referral,3,42
4213,Local FC 127,local.fc.127.15@clubmail.co,Canada,2025-02-05,organic,9,59
4214,Local FC 156,local.fc.156.173@hotmail.com,Germany,2025-01-05,partnership,8,41
4215,Local FC 172,local.fc.172.554@contacts.org,Canada,2025-09-29,paid_search,10,49
4216,Local FC 108,local.fc.108.366@clubmail.co,Wales,2025-08-17,referral,9,58
4217,Local FC 122,LOCAL.FC.122.161@CLUBMAIL.CO,Brazil,2025-07-30,partnership,9,74
4218,Local FC 121,local.fc.121.697@hotmail.com,USA,2025-06-11,email,3,63
4219,Local FC 194,LOCAL.FC.194.989@CONTACTS.ORG,England,2025-04-09,email,5,63
4220,Local FC 169,local.fc.169.65@hotmail.com,Ireland,2025-05-05,organic,8,70
4221,Local FC 157,local.fc.157.499@clubmail.co,Wales,2025-08-21,paid_search,6,87
4222,Local FC 124,local.fc.124.954@clubmail.co,Ireland,2025-06-04,email,10,33
4223,Local FC 145,local.fc.145.273@clubmail.co,Germany,2025-04-05,partnership,9,42
4224,Liverpool FC,liverpool.fc.841@gmail.com,Canada,2025-01-28,paid_search,7,104
4225,Local FC 132,notanemail,Spain,2025-08-20,partnership,10,66
4226,Local FC 111,notanemail,Brazil,2025-10-03,paid_search,5,69
4227,Local FC 35,local.fc.35.495@hotmail.com,India,2025-09-02,partnership,5,47
4228,Local FC 40,local.fc.40.258@gmail.com,Ireland,2025-10-03,partnership,1,74
4229,Local FC 46,local.fc.46.284@example.com,Germany,2024-12-11,partnership,7,60
4230,Local FC 174,local.fc.174.415@clubmail.co,Wales,2025-08-31,paid_search,1,91
4231,Local FC 167,local.fc.167.270@clubmail.co,Scotland,2025-08-15,referral,1,16
4232,Manchester United,manchester.united.158@example.com,Brazil,2025-02-26,partnership,10,37
4233,Local FC 130,local.fc.130.793@gmail.com,Wales,2024-12-14,email,6,52
4234,Local FC 136,local.fc.136.136@clubmail.co,Brazil,2025-02-06,facebook,6,88
4235,Local FC 124,local.fc.124.202@hotmail.com,USA,2025-10-18,facebook,7,48
4236,Local FC 19,local.fc.19.500@example.com,India,2025-05-12,referral,5,90
4237,Local FC 137,local.fc.137.367@hotmail.com,France,2025-08-02,organic,6,48
4238,Local FC 114,local.fc.114.573@clubmail.co,Spain,2025-02-24,partnership,10,48
4239,Aston Villa,aston.villa.856@clubmail.co,Germany,2025-04-10,facebook,7,28
4240,Local FC 167,local.fc.167.780@contacts.org,India,2024-06-25,email,8,33
4241,Local FC 98,local.fc.98.399@example.com,USA,2025-06-16,email,6,59
4242,Local FC 79,LOCAL.FC.79.257@GMAIL.COM,France,2024-08-07,referral,7,33
4243,Local FC 167,local.fc.167.301@gmail.com,USA,2024-07-28,facebook,9,75
4244,Local FC 90,local.fc.90.877@clubmail.co,Scotland,2025-03-04,partnership,4,40
4245,Local FC 109,local.fc.109.70@example.com,India,2025-02-11,referral,6,45
4246,Local FC 6,local.fc.6.254@example.com,England,2024-11-05,facebook,2,40
4247,Local FC 118,local.fc.118.430@contacts.org,Wales,2025-05-17,email,10,48
4248,Local FC 64,local.fc.64.993@hotmail.com,Scotland,2025-09-17,paid_search,9,74
4249,Local FC 198,local.fc.198.522@example.com,Spain,2025-02-16,referral,8,84
4250,Local FC 153,notanemail,Scotland,2025-09-29,partnership,7,81
4251,Local FC 159,local.fc.159.198@example.com,Spain,2024-05-16,paid_search,4,50
4252,Local FC 87,local.fc.87.995@example.com,Scotland,2024-08-09,email,7,54
4253,Local FC 173,local.fc.173.868@clubmail.co,England,2025-11-10,organic,9,53
4254,Norwich City,NORWICH.CITY.421@CLUBMAIL.CO,Scotland,2024-12-06,organic,4,43
4255,Local FC 60,local.fc.60.498@gmail.com,Wales,2025-07-25,paid_search,6,71
4256,Local FC 168,local.fc.168.465@clubmail.co,Spain,2025-05-01,referral,9,71
4257,Local FC 163,local.fc.163.118@example.com,India,2025-03-29,email,8,69
4258,Local FC 188,local.fc.188.963@clubmail.co,USA,2025-07-01,referral,10,64
4259,Local FC 160,local.fc.160.69@hotmail.com,Germany,2025-09-08,paid_search,9,85
4260,Local FC 171,local.fc.171.816@clubmail.co,USA,2025-07-29,organic,9,82
4261,Local FC 123,,USA,2025-06-03,facebook,8,64
4262,Local FC 160,local.fc.160.387@gmail.com,Spain,2025-07-10,organic,2,39
4263,Local FC 32,local.fc.32.477@contacts.org,England,2025-10-04,email,7,38
4264,Local FC 9,local.fc.9.706@contacts.org,Ireland,2025-06-16,partnership,6,64
4265,Local FC 127,local.fc.127.584@hotmail.com,Spain,2024-12-11,paid_search,10,51
4266,Local FC 112,local.fc.112.473@gmail.com,Wales,2025-09-02,email,10,31
4267,Everton,everton.406@clubmail.co,India,2025-02-23,organic,10,87
4268,Local FC 62,local.fc.62.344@contacts.org,France,2024-11-05,email,9,74
4269,Local FC 112,local.fc.112.22@gmail.com,Germany,2025-02-01,partnership,10,93
4270,Local FC 184,local.fc.184.933@gmail.com,India,2025-03-16,email,5,72
4271,Local FC 38,local.fc.38.57@hotmail.com,France,2025-06-15,email,9,32
4272,Local FC 63,local.fc.63.184@gmail.com,Canada,2025-08-05,organic,8,59
4273,Local FC 158,local.fc.158.719@example.com,France,2025-04-23,organic,10,98
4274,Local FC 100,local.fc.100.246@gmail.com,Germany,2025-04-20,email,7,83
4275,Local FC 10,local.fc.10.935@contacts.org,Germany,2025-07-01,facebook,6,53
4276,Local FC 194,LOCAL.FC.194.452@CONTACTS.ORG,Canada,2025-11-04,facebook,9,45
4277,Local FC 78,local.fc.78.409@example.com,Spain,2025-02-17,facebook,10,60
4278,Local FC 4,local.fc.4.597@hotmail.com,Brazil,2024-12-20,referral,10,63
4279,Local FC 92,local.fc.92.896@clubmail.co,England,2025-06-20,organic,5,102
4280,Local FC 79,local.fc.79.90@clubmail.co,India,2025-05-15,email,9,83
4281,Local FC 158,local.fc.158.899@gmail.com,Ireland,2025-06-27,organic,8,74
4282,Local FC 194,local.fc.194.890@contacts.org,Brazil,2024-12-23,partnership,10,64
4283,Sheffield United,sheffield.united.203@contacts.org,Scotland,2025-07-11,email,6,60
4284,Local FC 51,local.fc.51.824@gmail.com,Ireland,2024-11-10,paid_search,9,70
4285,Local FC 188,local.fc.188.41@clubmail.co,England,2025-02-28,organic,7,25
4286,Local FC 157,local.fc.157.572@example.com,Brazil,2025-08-10,referral,2,68
4287,Local FC 149,local.fc.149.568@contacts.org,Canada,2025-03-05,partnership,10,84
4288,Local FC 190,local.fc.190.528@gmail.com,India,2025-05-22,paid_search,9,68
4289,Chelsea FC,chelsea.fc.555@example.com,England,2025-04-29,facebook,8,40
4290,Local FC 111,local.fc.111.290@gmail.com,England,2025-07-25,referral,1,68
4291,Local FC 195,local.fc.195.728@gmail.com,Brazil,2025-04-07,partnership,10,47
4292,Local FC 191,local.fc.191.985@example.com,Scotland,2025-10-22,organic,4,72
4293,Local FC 86,notanemail,Canada,2025-06-08,organic,3,71
4294,Local FC 55,local.fc.55.148@contacts.org,Canada,2024-08-14,partnership,3,17
4295,Local FC 125,local.fc.125.469@hotmail.com,Brazil,2025-08-07,referral,5,55
4296,Local FC 181,local.fc.181.614@example.com,England,2024-10-10,referral,4,27
4297,Local FC 43,local.fc.43.992@clubmail.co,Scotland,2024-08-03,email,7,62
4298,Local FC 81,local.fc.81.293@example.com,England,2025-05-15,facebook,8,56
4299,Local FC 109,local.fc.109.278@contacts.org,Wales,2025-07-02,partnership,7,80
4300,Local FC 161,local.fc.161.788@clubmail.co,USA,2025-09-28,paid_search,4,66
4301,Local FC 50,local.fc.50.97@example.com,Ireland,2025-06-24,partnership,6,44
4302,Local FC 126,local.fc.126.407@clubmail.co,Germany,2024-05-04,referral,9,68
4303,Local FC 32,local.fc.32.225@clubmail.co,Spain,2025-02-05,paid_search,8,82
4304,Local FC 153,local.fc.153.951@example.com,England,2025-11-16,email,8,95
4305,Local FC 137,local.fc.137.681@contacts.org,Wales,2025-06-19,email,6,44
4306,Local FC 22,local.fc.22.179@contacts.org,Spain,2025-07-05,organic,4,71
4307,Local FC 117,local.fc.117.989@example.com,Brazil,2025-04-01,partnership,10,56
4308,Local FC 180,local.fc.180.842@hotmail.com,Brazil,2025-05-03,organic,3,40
4309,Local FC 3,local.fc.3.431@contacts.org,England,2025-11-08,paid_search,5,74
4310,Local FC 172,local.fc.172.796@example.com,Scotland,2025-01-24,partnership,4,91
4311,Local FC 44,local.fc.44.245@gmail.com,Brazil,2025-08-20,email,3,73
4312,Local FC 195,LOCAL.FC.195.653@CONTACTS.ORG,Canada,2025-06-10,email,6,83
4313,Local FC 171,local.fc.171.53@contacts.org,Canada,2024-12-09,organic,3,64
4314,Local FC 147,local.fc.147.867@example.com,Scotland,2025-06-18,partnership,6,79
4315,Local FC 120,local.fc.120.660@contacts.org,Spain,2025-01-31,paid_search,10,46
4316,Local FC 15,local.fc.15.138@example.com,USA,2025-11-03,email,6,54
4317,Local FC 96,local.fc.96.691@contacts.org,Scotland,2024-10-01,partnership,4,82
4318,Local FC 186,local.fc.186.948@clubmail.co,England,2025-10-04,paid_search,5,36
4319,Local FC 163,local.fc.163.729@example.com,Brazil,2024-11-04,facebook,7,37
4320,Local FC 26,local.fc.26.293@gmail.com,Canada,2025-02-19,partnership,10,47
4321,Local FC 131,local.fc.131.609@hotmail.com,England,2024-09-17,email,9,44
4322,Local FC 128,local.fc.128.349@hotmail.com,England,2024-11-22,paid_search,8,63
4323,Local FC 62,local.fc.62.721@gmail.com,Spain,2025-03-27,email,8,20
4324,Local FC 94,local.fc.94.780@example.com,Ireland,2025-08-01,partnership,9,55
4325,Local FC 87,local.fc.87.334@gmail.com,Canada,2025-03-28,facebook,5,37
4326,Local FC 182,local.fc.182.767@gmail.com,Canada,2025-10-01,facebook,4,71
4327,Local FC 142,local.fc.142.500@example.com,Canada,2025-02-12,paid_search,3,57
4328,Local FC 110,local.fc.110.300@example.com,India,2025-01-12,email,8,36
4329,Local FC 154,local.fc.154.647@gmail.com,Wales,2025-06-20,organic,10,92
4330,Wolverhampton Wanderers,wolverhampton.wanderers.761@gmail.com,France,2025-04-22,partnership,7,62
4331,Local FC 87,local.fc.87.501@contacts.org,Spain,2024-06-13,referral,6,32
4332,Local FC 177,local.fc.177.101@gmail.com,England,2025-01-10,partnership,9,93
4333,Local FC 117,local.fc.117.188@clubmail.co,USA,2025-06-16,partnership,8,77
4334,Local FC 145,local.fc.145.721@example.com,Brazil,2025-09-16,paid_search,8,46
4335,Local FC 199,local.fc.199.476@clubmail.co,Wales,2025-03-09,partnership,5,75
4336,Local FC 36,local.fc.36.336@clubmail.co,Germany,2024-11-26,partnership,6,-999
4337,Local FC 95,local.fc.95.740@contacts.org,Germany,2025-05-11,referral,3,83
4338,Local FC 199,local.fc.199.307@gmail.com,India,2025-06-18,organic,8,78
4339,Local FC 4,local.fc.4.187@gmail.com,France,2025-04-02,organic,1,68
4340,Local FC 150,local.fc.150.404@example.com,France,2025-03-03,referral,9,27
4341,Local FC 176,local.fc.176.920@clubmail.co,Scotland,2025-10-06,paid_search,2,62
4342,Local FC 55,local.fc.55.830@clubmail.co,England,2025-10-12,paid_search,10,76
4343,Local FC 20,local.fc.20.940@hotmail.com,Germany,2024-12-30,facebook,9,66
4344,Local FC 117,local.fc.117.11@contacts.org,Scotland,2025-10-05,partnership,8,87
4345,Local FC 108,local.fc.108.473@hotmail.com,France,2024-07-20,partnership,5,62
4346,Local FC 154,local.fc.154.267@gmail.com,India,2025-02-19,paid_search,8,64
4347,Local FC 149,local.fc.149.181@hotmail.com,Germany,2025-02-16,email,10,57
4348,Local FC 159,local.fc.159.598@hotmail.com,Germany,2025-05-06,email,8,78
4349,Local FC 83,local.fc.83.400@gmail.com,England,2024-06-07,facebook,10,31
4350,Local FC 154,local.fc.154.892@clubmail.co,Canada,2025-05-16,organic,10,36
4351,Local FC 57,local.fc.57.670@example.com,Ireland,2024-09-21,partnership,10,48
4352,Local FC 167,local.fc.167.164@hotmail.com,Wales,2025-11-15,referral,8,72
4353,Local FC 172,local.fc.172.343@contacts.org,India,2024-08-30,partnership,7,73
4354,Local FC 178,local.fc.178.943@gmail.com,India,2025-04-03,organic,8,68
4355,Local FC 64,LOCAL.FC.64.490@EXAMPLE.COM,India,2024-10-15,paid_search,8,42
4356,Local FC 36,local.fc.36.522@gmail.com,Spain,2025-05-17,email,7,50
4357,Leeds United,leeds.united.549@hotmail.com,USA,2025-10-12,organic,6,53
4358,Local FC 158,local.fc.158.177@example.com,Scotland,2024-11-27,partnership,8,71
4359,Local FC 132,local.fc.132.683@contacts.org,Brazil,2025-01-31,referral,6,62
4360,Local FC 21,local.fc.21.560@clubmail.co,England,2025-02-17,email,7,43
4361,Local FC 51,local.fc.51.182@hotmail.com,Ireland,2025-06-14,facebook,4,63
4362,Local FC 17,local.fc.17.384@contacts.org,India,2025-03-24,partnership,4,66
4363,Local FC 85,local.fc.85.871@hotmail.com,Spain,2025-05-21,partnership,5,52
4364,Local FC 73,local.fc.73.252@contacts.org,Scotland,2024-02-14,referral,1,78
4365,Local FC 71,local.fc.71.553@gmail.com,Spain,2025-03-05,facebook,6,55
4366,Local FC 172,notanemail,Scotland,2025-07-04,organic,7,57
4367,Local FC 124,local.fc.124.499@example.com,Spain,2025-03-22,facebook,9,22
4368,Local FC 108,local.fc.108.791@example.com,France,2025-10-29,paid_search,10,47
4369,Local FC 193,local.fc.193.959@clubmail.co,USA,2025-04-03,email,5,55
4370,Local FC 51,local.fc.51.492@contacts.org,Wales,2024-10-07,partnership,10,30
4371,Local FC 24,local.fc.24.186@example.com,Brazil,2025-08-15,partnership,5,90
4372,Local FC 108,local.fc.108.119@clubmail.co,Canada,2025-04-13,organic,1,77
4373,Local FC 14,local.fc.14.657@gmail.com,Scotland,2024-07-18,facebook,4,46
4374,Local FC 71,local.fc.71.420@contacts.org,Germany,2025-05-15,referral,8,54
4375,Local FC 10,local.fc.10.738@gmail.com,Ireland,2025-09-05,referral,6,53
4376,Local FC 93,local.fc.93.307@example.com,Canada,2024-12-29,facebook,8,70
4377,Local FC 148,local.fc.148.647@contacts.org,Spain,2025-02-04,facebook,5,52
4378,Local FC 166,local.fc.166.865@contacts.org,USA,2025-08-01,facebook,4,85
4379,Local FC 104,local.fc.104.228@contacts.org,USA,2025-07-10,facebook,7,65
4380,Local FC 79,local.fc.79.84@gmail.com,Brazil,2025-04-09,email,9,89
4381,Local FC 66,local.fc.66.997@example.com,India,2024-12-17,organic,9,34
4382,Local FC 144,notanemail,Scotland,2025-10-15,email,5,71
4383,Local FC 39,local.fc.39.747@example.com,Spain,2025-05-11,facebook,8,50
4384,Local FC 28,local.fc.28.481@hotmail.com,India,2024-12-10,paid_search,3,63
4385,Local FC 44,local.fc.44.345@gmail.com,Ireland,2025-04-24,partnership,6,75
4386,Local FC 75,local.fc.75.600@contacts.org,France,2025-06-23,paid_search,1,91
4387,Local FC 167,notanemail,USA,2025-08-20,partnership,7,73
4388,Local FC 64,local.fc.64.797@example.com,Ireland,2024-10-13,email,7,32
4389,Local FC 199,local.fc.199.467@hotmail.com,Brazil,2025-06-19,partnership,8,82
4390,Local FC 44,local.fc.44.674@contacts.org,Germany,2024-11-20,facebook,7,56
4391,Local FC 183,local.fc.183.373@gmail.com,Wales,2025-08-12,referral,7,79
4392,Local FC 83,local.fc.83.995@example.com,Scotland,2024-11-17,organic,1,36
4393,Local FC 94,local.fc.94.365@hotmail.com,Germany,2025-10-17,facebook,7,64
4394,Local FC 79,local.fc.79.756@clubmail.co,Scotland,2025-02-02,email,7,54
4395,Local FC 94,local.fc.94.743@example.com,Spain,2025-01-26,partnership,7,45
